millis,dt,v,a,watts,v_sh
74520,2025-01-19 18:51:59,5.088,0.028,0.140,0.003
74531,2025-01-19 18:51:59,5.088,0.028,0.140,0.003
74540,2025-01-19 18:51:59,5.088,0.028,0.140,0.003
74551,2025-01-19 18:51:59,5.072,0.028,0.142,0.003
74560,2025-01-19 18:51:59,5.088,0.028,0.142,0.003
74571,2025-01-19 18:51:59,5.088,0.027,0.138,0.003
74580,2025-01-19 18:51:59,5.088,0.027,0.138,0.003
74590,2025-01-19 18:51:59,5.088,0.028,0.140,0.003
74601,2025-01-19 18:51:59,5.088,0.028,0.140,0.003
74610,2025-01-19 18:51:59,5.088,0.028,0.140,0.003
74621,2025-01-19 18:51:59,5.088,0.028,0.140,0.003
74630,2025-01-19 18:51:59,5.088,0.028,0.140,0.003
74641,2025-01-19 18:51:59,5.072,0.028,0.140,0.003
74649,2025-01-19 18:51:59,5.072,0.028,0.140,0.003
74660,2025-01-19 18:51:59,5.088,0.028,0.140,0.003
74670,2025-01-19 18:51:59,5.088,0.028,0.140,0.003
74681,2025-01-19 18:51:59,5.088,0.028,0.140,0.003
74690,2025-01-19 18:51:59,5.088,0.028,0.140,0.003
74701,2025-01-19 18:51:59,5.088,0.028,0.140,0.003
74711,2025-01-19 18:51:59,5.088,0.028,0.140,0.003
74721,2025-01-19 18:51:59,5.088,0.028,0.140,0.003
74730,2025-01-19 18:51:59,5.088,0.028,0.140,0.003
74741,2025-01-19 18:51:59,5.088,0.028,0.140,0.003
74751,2025-01-19 18:51:59,5.072,0.065,0.331,0.007
74762,2025-01-19 18:51:59,5.072,0.028,0.140,0.003
74772,2025-01-19 18:51:59,5.088,0.028,0.140,0.003
74781,2025-01-19 18:51:59,5.088,0.028,0.140,0.003
74792,2025-01-19 18:51:59,5.088,0.027,0.138,0.003
74803,2025-01-19 18:51:59,5.088,0.027,0.138,0.003
74812,2025-01-19 18:51:59,5.088,0.027,0.138,0.003
74823,2025-01-19 18:51:59,5.088,0.027,0.138,0.003
74832,2025-01-19 18:51:59,5.088,0.027,0.138,0.003
74843,2025-01-19 18:51:59,5.088,0.027,0.138,0.003
74853,2025-01-19 18:51:59,5.072,0.058,0.292,0.006
74863,2025-01-19 18:51:59,5.088,0.058,0.293,0.006
74874,2025-01-19 18:51:59,5.088,0.027,0.138,0.003
74884,2025-01-19 18:51:59,5.088,0.027,0.138,0.003
74895,2025-01-19 18:51:59,5.088,0.027,0.138,0.003
74904,2025-01-19 18:51:59,5.088,0.027,0.138,0.003
74915,2025-01-19 18:51:59,5.088,0.027,0.138,0.003
74924,2025-01-19 18:51:59,5.080,0.027,0.138,0.003
74935,2025-01-19 18:51:59,5.080,0.027,0.138,0.003
74946,2025-01-19 18:51:59,5.088,0.076,0.385,0.008
74956,2025-01-19 18:51:59,5.080,0.076,0.384,0.008
74967,2025-01-19 18:51:59,5.080,0.027,0.138,0.003
74976,2025-01-19 18:51:59,5.088,0.027,0.138,0.003
74987,2025-01-19 18:51:59,5.088,0.027,0.138,0.003
74997,2025-01-19 18:51:59,5.088,0.027,0.138,0.003
75007,2025-01-19 18:51:59,5.088,0.027,0.138,0.003
75018,2025-01-19 18:51:59,5.080,0.027,0.138,0.003
75027,2025-01-19 18:51:59,5.080,0.027,0.138,0.003
75038,2025-01-19 18:51:59,5.080,0.027,0.138,0.003
75049,2025-01-19 18:51:59,5.064,0.027,0.138,0.003
75058,2025-01-19 18:51:59,5.064,0.048,0.245,0.005
75069,2025-01-19 18:51:59,5.088,0.048,0.246,0.005
75115,2025-01-19 18:51:59,5.088,0.028,0.142,0.003
75126,2025-01-19 18:51:59,5.088,0.028,0.142,0.003
75136,2025-01-19 18:51:59,5.088,0.028,0.142,0.003
75146,2025-01-19 18:51:59,5.080,0.028,0.142,0.003
75156,2025-01-19 18:51:59,5.080,0.082,0.415,0.008
75167,2025-01-19 18:51:59,5.080,0.028,0.144,0.003
75177,2025-01-19 18:51:59,5.088,0.028,0.144,0.003
75188,2025-01-19 18:51:59,5.088,0.028,0.142,0.003
75197,2025-01-19 18:51:59,5.088,0.028,0.142,0.003
75208,2025-01-19 18:51:59,5.088,0.028,0.144,0.003
75217,2025-01-19 18:51:59,5.088,0.028,0.142,0.003
75228,2025-01-19 18:51:59,5.088,0.028,0.142,0.003
75238,2025-01-19 18:51:59,5.088,0.028,0.142,0.003
75248,2025-01-19 18:51:59,5.088,0.036,0.181,0.004
75259,2025-01-19 18:51:59,5.064,0.036,0.180,0.004
75269,2025-01-19 18:52:00,5.064,0.038,0.192,0.004
75279,2025-01-19 18:52:00,5.088,0.028,0.142,0.003
75289,2025-01-19 18:52:00,5.088,0.028,0.142,0.003
75300,2025-01-19 18:52:00,5.088,0.028,0.142,0.003
75309,2025-01-19 18:52:00,5.088,0.028,0.142,0.003
75320,2025-01-19 18:52:00,5.088,0.028,0.142,0.003
75329,2025-01-19 18:52:00,5.088,0.028,0.142,0.003
75340,2025-01-19 18:52:00,5.088,0.028,0.142,0.003
75350,2025-01-19 18:52:00,5.080,0.028,0.142,0.003
75360,2025-01-19 18:52:00,5.080,0.082,0.417,0.008
75371,2025-01-19 18:52:00,5.088,0.082,0.417,0.008
75380,2025-01-19 18:52:00,5.088,0.082,0.417,0.008
75390,2025-01-19 18:52:00,5.088,0.027,0.138,0.003
75401,2025-01-19 18:52:00,5.088,0.027,0.138,0.003
75410,2025-01-19 18:52:00,5.088,0.027,0.138,0.003
75421,2025-01-19 18:52:00,5.088,0.027,0.138,0.003
75430,2025-01-19 18:52:00,5.088,0.027,0.138,0.003
75441,2025-01-19 18:52:00,5.088,0.027,0.138,0.003
75450,2025-01-19 18:52:00,5.088,0.027,0.138,0.003
75462,2025-01-19 18:52:00,5.088,0.044,0.224,0.004
75472,2025-01-19 18:52:00,5.072,0.084,0.426,0.008
75482,2025-01-19 18:52:00,5.072,0.084,0.426,0.008
75493,2025-01-19 18:52:00,5.072,0.082,0.414,0.008
75502,2025-01-19 18:52:00,5.072,0.082,0.418,0.008
75513,2025-01-19 18:52:00,5.072,0.082,0.418,0.008
75522,2025-01-19 18:52:00,5.072,0.081,0.410,0.008
75533,2025-01-19 18:52:00,5.072,0.081,0.410,0.008
75542,2025-01-19 18:52:00,5.072,0.083,0.422,0.008
75553,2025-01-19 18:52:00,5.072,0.079,0.402,0.008
75570,2025-01-19 18:52:00,5.072,0.078,0.396,0.008
75579,2025-01-19 18:52:00,5.088,0.078,0.397,0.008
75589,2025-01-19 18:52:00,5.088,0.027,0.138,0.003
75600,2025-01-19 18:52:00,5.088,0.027,0.138,0.003
75609,2025-01-19 18:52:00,5.088,0.027,0.138,0.003
75620,2025-01-19 18:52:00,5.088,0.027,0.138,0.003
75629,2025-01-19 18:52:00,5.088,0.027,0.138,0.003
75640,2025-01-19 18:52:00,5.088,0.027,0.138,0.003
75649,2025-01-19 18:52:00,5.088,0.027,0.138,0.003
75660,2025-01-19 18:52:00,5.088,0.053,0.269,0.005
75671,2025-01-19 18:52:00,5.072,0.053,0.268,0.005
75681,2025-01-19 18:52:00,5.072,0.027,0.138,0.003
75691,2025-01-19 18:52:00,5.088,0.027,0.138,0.003
75701,2025-01-19 18:52:00,5.088,0.027,0.138,0.003
75711,2025-01-19 18:52:00,5.088,0.027,0.138,0.003
75721,2025-01-19 18:52:00,5.088,0.027,0.138,0.003
75732,2025-01-19 18:52:00,5.088,0.027,0.138,0.003
75742,2025-01-19 18:52:00,5.080,0.027,0.138,0.003
75752,2025-01-19 18:52:00,5.088,0.027,0.138,0.003
75762,2025-01-19 18:52:00,5.088,0.027,0.138,0.003
75772,2025-01-19 18:52:00,5.072,0.027,0.138,0.003
75782,2025-01-19 18:52:00,5.088,0.069,0.352,0.007
75793,2025-01-19 18:52:00,5.088,0.027,0.138,0.003
75802,2025-01-19 18:52:00,5.088,0.027,0.138,0.003
75813,2025-01-19 18:52:00,5.088,0.028,0.140,0.003
75822,2025-01-19 18:52:00,5.088,0.028,0.140,0.003
75833,2025-01-19 18:52:00,5.088,0.028,0.140,0.003
75849,2025-01-19 18:52:00,5.088,0.028,0.140,0.003
75858,2025-01-19 18:52:00,5.080,0.028,0.140,0.003
75870,2025-01-19 18:52:00,5.080,0.062,0.315,0.006
75880,2025-01-19 18:52:00,5.072,0.062,0.314,0.006
75890,2025-01-19 18:52:00,5.088,0.028,0.142,0.003
75901,2025-01-19 18:52:00,5.088,0.027,0.138,0.003
75910,2025-01-19 18:52:00,5.088,0.027,0.138,0.003
75921,2025-01-19 18:52:00,5.088,0.027,0.138,0.003
75930,2025-01-19 18:52:00,5.088,0.028,0.140,0.003
75941,2025-01-19 18:52:00,5.088,0.028,0.140,0.003
75950,2025-01-19 18:52:00,5.088,0.028,0.140,0.003
75961,2025-01-19 18:52:00,5.088,0.028,0.140,0.003
75970,2025-01-19 18:52:00,5.088,0.028,0.140,0.003
75981,2025-01-19 18:52:00,5.072,0.081,0.410,0.008
75991,2025-01-19 18:52:00,5.080,0.081,0.410,0.008
76001,2025-01-19 18:52:00,5.088,0.028,0.140,0.003
76011,2025-01-19 18:52:00,5.088,0.028,0.140,0.003
76020,2025-01-19 18:52:00,5.088,0.028,0.140,0.003
76031,2025-01-19 18:52:00,5.088,0.028,0.140,0.003
76040,2025-01-19 18:52:00,5.088,0.028,0.140,0.003
76051,2025-01-19 18:52:00,5.088,0.028,0.140,0.003
76061,2025-01-19 18:52:00,5.088,0.028,0.140,0.003
76072,2025-01-19 18:52:00,5.088,0.028,0.140,0.003
76117,2025-01-19 18:52:00,5.088,0.028,0.140,0.003
76130,2025-01-19 18:52:00,5.088,0.028,0.140,0.003
76139,2025-01-19 18:52:00,5.088,0.028,0.140,0.003
76150,2025-01-19 18:52:00,5.088,0.028,0.140,0.003
76159,2025-01-19 18:52:00,5.088,0.028,0.140,0.003
76170,2025-01-19 18:52:00,5.088,0.028,0.140,0.003
76180,2025-01-19 18:52:00,5.072,0.028,0.140,0.003
76191,2025-01-19 18:52:00,5.088,0.052,0.267,0.005
76200,2025-01-19 18:52:00,5.088,0.052,0.267,0.005
76211,2025-01-19 18:52:00,5.088,0.027,0.138,0.003
76220,2025-01-19 18:52:00,5.088,0.027,0.138,0.003
76230,2025-01-19 18:52:00,5.088,0.028,0.140,0.003
76240,2025-01-19 18:52:00,5.088,0.028,0.140,0.003
76250,2025-01-19 18:52:00,5.088,0.028,0.140,0.003
76261,2025-01-19 18:52:00,5.088,0.028,0.140,0.003
76270,2025-01-19 18:52:01,5.088,0.028,0.140,0.003
76281,2025-01-19 18:52:01,5.088,0.080,0.407,0.008
76290,2025-01-19 18:52:01,5.088,0.080,0.407,0.008
76301,2025-01-19 18:52:01,5.072,0.080,0.404,0.008
76311,2025-01-19 18:52:01,5.072,0.080,0.404,0.008
76321,2025-01-19 18:52:01,5.072,0.081,0.412,0.008
76331,2025-01-19 18:52:01,5.072,0.081,0.412,0.008
76341,2025-01-19 18:52:01,5.072,0.081,0.412,0.008
76350,2025-01-19 18:52:01,5.072,0.080,0.408,0.008
76361,2025-01-19 18:52:01,5.072,0.080,0.408,0.008
76371,2025-01-19 18:52:01,5.072,0.080,0.408,0.008
76381,2025-01-19 18:52:01,5.072,0.080,0.404,0.008
76391,2025-01-19 18:52:01,5.072,0.043,0.217,0.004
76402,2025-01-19 18:52:01,5.088,0.043,0.218,0.004
76411,2025-01-19 18:52:01,5.088,0.028,0.142,0.003
76422,2025-01-19 18:52:01,5.088,0.028,0.142,0.003
76431,2025-01-19 18:52:01,5.088,0.028,0.142,0.003
76442,2025-01-19 18:52:01,5.088,0.028,0.142,0.003
76452,2025-01-19 18:52:01,5.088,0.028,0.142,0.003
76462,2025-01-19 18:52:01,5.088,0.028,0.142,0.003
76473,2025-01-19 18:52:01,5.080,0.028,0.140,0.003
76482,2025-01-19 18:52:01,5.080,0.028,0.140,0.003
76494,2025-01-19 18:52:01,5.080,0.081,0.410,0.008
76504,2025-01-19 18:52:01,5.072,0.082,0.414,0.008
76515,2025-01-19 18:52:01,5.072,0.080,0.408,0.008
76525,2025-01-19 18:52:01,5.072,0.080,0.408,0.008
76535,2025-01-19 18:52:01,5.072,0.082,0.414,0.008
76545,2025-01-19 18:52:01,5.072,0.082,0.414,0.008
76555,2025-01-19 18:52:01,5.072,0.080,0.408,0.008
76566,2025-01-19 18:52:01,5.072,0.082,0.414,0.008
76575,2025-01-19 18:52:01,5.072,0.082,0.414,0.008
76586,2025-01-19 18:52:01,5.072,0.084,0.424,0.008
76596,2025-01-19 18:52:01,5.072,0.032,0.164,0.003
76607,2025-01-19 18:52:01,5.088,0.032,0.165,0.003
76616,2025-01-19 18:52:01,5.088,0.028,0.142,0.003
76627,2025-01-19 18:52:01,5.088,0.028,0.142,0.003
76636,2025-01-19 18:52:01,5.088,0.028,0.142,0.003
76646,2025-01-19 18:52:01,5.088,0.028,0.142,0.003
76656,2025-01-19 18:52:01,5.088,0.028,0.142,0.003
76666,2025-01-19 18:52:01,5.088,0.028,0.142,0.003
76677,2025-01-19 18:52:01,5.088,0.028,0.142,0.003
76687,2025-01-19 18:52:01,5.080,0.028,0.142,0.003
76698,2025-01-19 18:52:01,5.088,0.082,0.417,0.008
76707,2025-01-19 18:52:01,5.088,0.028,0.140,0.003
76718,2025-01-19 18:52:01,5.088,0.028,0.140,0.003
76729,2025-01-19 18:52:01,5.088,0.028,0.140,0.003
76738,2025-01-19 18:52:01,5.088,0.028,0.140,0.003
76749,2025-01-19 18:52:01,5.088,0.028,0.140,0.003
76758,2025-01-19 18:52:01,5.088,0.028,0.140,0.003
76769,2025-01-19 18:52:01,5.088,0.028,0.140,0.003
76780,2025-01-19 18:52:01,5.088,0.028,0.140,0.003
76789,2025-01-19 18:52:01,5.088,0.050,0.256,0.005
76801,2025-01-19 18:52:01,5.072,0.079,0.402,0.008
76811,2025-01-19 18:52:01,5.072,0.079,0.402,0.008
76822,2025-01-19 18:52:01,5.072,0.079,0.400,0.008
76831,2025-01-19 18:52:01,5.072,0.079,0.400,0.008
76842,2025-01-19 18:52:01,5.072,0.079,0.402,0.008
76851,2025-01-19 18:52:01,5.072,0.081,0.412,0.008
76862,2025-01-19 18:52:01,5.072,0.081,0.412,0.008
76871,2025-01-19 18:52:01,5.072,0.080,0.408,0.008
76882,2025-01-19 18:52:01,5.072,0.080,0.408,0.008
76892,2025-01-19 18:52:01,5.072,0.081,0.410,0.008
76903,2025-01-19 18:52:01,5.072,0.074,0.373,0.007
76912,2025-01-19 18:52:01,5.088,0.074,0.374,0.007
76923,2025-01-19 18:52:01,5.088,0.027,0.138,0.003
76932,2025-01-19 18:52:01,5.088,0.027,0.138,0.003
76943,2025-01-19 18:52:01,5.088,0.027,0.138,0.003
76952,2025-01-19 18:52:01,5.088,0.027,0.138,0.003
76963,2025-01-19 18:52:01,5.088,0.027,0.138,0.003
76972,2025-01-19 18:52:01,5.088,0.027,0.138,0.003
76983,2025-01-19 18:52:01,5.088,0.027,0.138,0.003
76993,2025-01-19 18:52:01,5.088,0.027,0.138,0.003
77004,2025-01-19 18:52:01,5.072,0.058,0.292,0.006
77014,2025-01-19 18:52:01,5.088,0.027,0.138,0.003
77025,2025-01-19 18:52:01,5.088,0.027,0.138,0.003
77034,2025-01-19 18:52:01,5.088,0.027,0.138,0.003
77045,2025-01-19 18:52:01,5.088,0.027,0.138,0.003
77054,2025-01-19 18:52:01,5.088,0.027,0.138,0.003
77065,2025-01-19 18:52:01,5.088,0.027,0.138,0.003
77112,2025-01-19 18:52:01,5.088,0.064,0.326,0.006
77121,2025-01-19 18:52:01,5.088,0.027,0.138,0.003
77132,2025-01-19 18:52:01,5.088,0.027,0.138,0.003
77142,2025-01-19 18:52:01,5.088,0.027,0.138,0.003
77151,2025-01-19 18:52:01,5.080,0.027,0.138,0.003
77162,2025-01-19 18:52:01,5.080,0.027,0.138,0.003
77172,2025-01-19 18:52:01,5.080,0.027,0.138,0.003
77182,2025-01-19 18:52:01,5.088,0.027,0.138,0.003
77193,2025-01-19 18:52:01,5.088,0.027,0.136,0.003
77202,2025-01-19 18:52:01,5.088,0.068,0.348,0.007
77213,2025-01-19 18:52:01,5.064,0.068,0.346,0.007
77222,2025-01-19 18:52:01,5.064,0.081,0.411,0.008
77233,2025-01-19 18:52:01,5.072,0.081,0.410,0.008
77242,2025-01-19 18:52:01,5.072,0.081,0.410,0.008
77253,2025-01-19 18:52:01,5.072,0.082,0.414,0.008
77262,2025-01-19 18:52:01,5.072,0.082,0.416,0.008
77273,2025-01-19 18:52:02,5.072,0.082,0.416,0.008
77282,2025-01-19 18:52:02,5.072,0.082,0.416,0.008
77293,2025-01-19 18:52:02,5.072,0.082,0.416,0.008
77302,2025-01-19 18:52:02,5.072,0.081,0.410,0.008
77313,2025-01-19 18:52:02,5.072,0.081,0.412,0.008
77324,2025-01-19 18:52:02,5.088,0.028,0.144,0.003
77334,2025-01-19 18:52:02,5.088,0.028,0.144,0.003
77344,2025-01-19 18:52:02,5.088,0.028,0.142,0.003
77354,2025-01-19 18:52:02,5.088,0.028,0.142,0.003
77365,2025-01-19 18:52:02,5.088,0.028,0.142,0.003
77375,2025-01-19 18:52:02,5.088,0.028,0.142,0.003
77385,2025-01-19 18:52:02,5.088,0.028,0.142,0.003
77396,2025-01-19 18:52:02,5.088,0.028,0.142,0.003
77406,2025-01-19 18:52:02,5.088,0.076,0.389,0.008
77416,2025-01-19 18:52:02,5.080,0.076,0.388,0.008
77426,2025-01-19 18:52:02,5.080,0.028,0.144,0.003
77437,2025-01-19 18:52:02,5.088,0.028,0.142,0.003
77446,2025-01-19 18:52:02,5.088,0.028,0.142,0.003
77457,2025-01-19 18:52:02,5.088,0.028,0.140,0.003
77466,2025-01-19 18:52:02,5.088,0.030,0.155,0.003
77477,2025-01-19 18:52:02,5.088,0.030,0.155,0.003
77486,2025-01-19 18:52:02,5.088,0.028,0.140,0.003
77497,2025-01-19 18:52:02,5.088,0.028,0.140,0.003
77508,2025-01-19 18:52:02,5.064,0.028,0.144,0.003
77518,2025-01-19 18:52:02,5.064,0.046,0.235,0.005
77528,2025-01-19 18:52:02,5.088,0.046,0.236,0.005
77539,2025-01-19 18:52:02,5.088,0.028,0.142,0.003
77548,2025-01-19 18:52:02,5.088,0.028,0.140,0.003
77559,2025-01-19 18:52:02,5.088,0.028,0.140,0.003
77570,2025-01-19 18:52:02,5.088,0.028,0.140,0.003
77580,2025-01-19 18:52:02,5.088,0.028,0.140,0.003
77590,2025-01-19 18:52:02,5.088,0.028,0.140,0.003
77601,2025-01-19 18:52:02,5.080,0.028,0.140,0.003
77611,2025-01-19 18:52:02,5.080,0.081,0.412,0.008
77622,2025-01-19 18:52:02,5.080,0.081,0.412,0.008
77630,2025-01-19 18:52:02,5.080,0.081,0.412,0.008
77641,2025-01-19 18:52:02,5.088,0.028,0.144,0.003
77650,2025-01-19 18:52:02,5.088,0.028,0.142,0.003
77661,2025-01-19 18:52:02,5.088,0.028,0.144,0.003
77671,2025-01-19 18:52:02,5.088,0.028,0.144,0.003
77681,2025-01-19 18:52:02,5.088,0.028,0.140,0.003
77691,2025-01-19 18:52:02,5.088,0.028,0.140,0.003
77702,2025-01-19 18:52:02,5.088,0.028,0.142,0.003
77711,2025-01-19 18:52:02,5.088,0.037,0.189,0.004
77722,2025-01-19 18:52:02,5.064,0.037,0.188,0.004
77733,2025-01-19 18:52:02,5.088,0.036,0.185,0.004
77742,2025-01-19 18:52:02,5.088,0.028,0.142,0.003
77753,2025-01-19 18:52:02,5.088,0.028,0.142,0.003
77762,2025-01-19 18:52:02,5.088,0.028,0.142,0.003
77773,2025-01-19 18:52:02,5.088,0.028,0.142,0.003
77782,2025-01-19 18:52:02,5.088,0.028,0.142,0.003
77793,2025-01-19 18:52:02,5.088,0.028,0.140,0.003
77809,2025-01-19 18:52:02,5.088,0.028,0.140,0.003
77819,2025-01-19 18:52:02,5.080,0.081,0.410,0.008
77829,2025-01-19 18:52:02,5.088,0.081,0.411,0.008
77840,2025-01-19 18:52:02,5.088,0.027,0.138,0.003
77849,2025-01-19 18:52:02,5.088,0.027,0.136,0.003
77860,2025-01-19 18:52:02,5.088,0.027,0.136,0.003
77869,2025-01-19 18:52:02,5.088,0.027,0.136,0.003
77880,2025-01-19 18:52:02,5.088,0.027,0.136,0.003
77889,2025-01-19 18:52:02,5.088,0.027,0.136,0.003
77900,2025-01-19 18:52:02,5.088,0.027,0.136,0.003
77910,2025-01-19 18:52:02,5.088,0.045,0.230,0.005
77920,2025-01-19 18:52:02,5.064,0.045,0.229,0.005
77931,2025-01-19 18:52:02,5.064,0.027,0.138,0.003
77940,2025-01-19 18:52:02,5.064,0.027,0.138,0.003
77950,2025-01-19 18:52:02,5.088,0.027,0.138,0.003
77961,2025-01-19 18:52:02,5.088,0.027,0.138,0.003
77970,2025-01-19 18:52:02,5.088,0.027,0.138,0.003
77981,2025-01-19 18:52:02,5.088,0.027,0.138,0.003
77990,2025-01-19 18:52:02,5.088,0.027,0.138,0.003
78001,2025-01-19 18:52:02,5.088,0.027,0.138,0.003
78011,2025-01-19 18:52:02,5.088,0.027,0.138,0.003
78022,2025-01-19 18:52:02,5.080,0.027,0.138,0.003
78032,2025-01-19 18:52:02,5.088,0.076,0.385,0.008
78042,2025-01-19 18:52:02,5.088,0.027,0.138,0.003
78052,2025-01-19 18:52:02,5.088,0.027,0.138,0.003
78062,2025-01-19 18:52:02,5.088,0.027,0.138,0.003
78073,2025-01-19 18:52:02,5.088,0.027,0.138,0.003
78118,2025-01-19 18:52:02,5.088,0.054,0.273,0.005
78131,2025-01-19 18:52:02,5.072,0.054,0.272,0.005
78141,2025-01-19 18:52:02,5.088,0.027,0.138,0.003
78151,2025-01-19 18:52:02,5.088,0.027,0.138,0.003
78161,2025-01-19 18:52:02,5.088,0.027,0.138,0.003
78170,2025-01-19 18:52:02,5.088,0.027,0.138,0.003
78181,2025-01-19 18:52:02,5.088,0.027,0.138,0.003
78190,2025-01-19 18:52:02,5.088,0.027,0.138,0.003
78201,2025-01-19 18:52:02,5.088,0.027,0.136,0.003
78211,2025-01-19 18:52:02,5.080,0.027,0.136,0.003
78222,2025-01-19 18:52:02,5.080,0.027,0.138,0.003
78232,2025-01-19 18:52:02,5.072,0.068,0.343,0.007
78243,2025-01-19 18:52:02,5.088,0.068,0.344,0.007
78253,2025-01-19 18:52:02,5.088,0.028,0.140,0.003
78269,2025-01-19 18:52:03,5.088,0.028,0.140,0.003
78279,2025-01-19 18:52:03,5.080,0.028,0.140,0.003
78289,2025-01-19 18:52:03,5.080,0.028,0.140,0.003
78299,2025-01-19 18:52:03,5.088,0.028,0.140,0.003
78309,2025-01-19 18:52:03,5.088,0.028,0.140,0.003
78319,2025-01-19 18:52:03,5.088,0.028,0.140,0.003
78330,2025-01-19 18:52:03,5.088,0.062,0.317,0.006
78340,2025-01-19 18:52:03,5.072,0.028,0.144,0.003
78350,2025-01-19 18:52:03,5.088,0.028,0.144,0.003
78361,2025-01-19 18:52:03,5.088,0.028,0.142,0.003
78370,2025-01-19 18:52:03,5.088,0.028,0.142,0.003
78381,2025-01-19 18:52:03,5.088,0.028,0.142,0.003
78390,2025-01-19 18:52:03,5.088,0.028,0.142,0.003
78400,2025-01-19 18:52:03,5.088,0.028,0.142,0.003
78410,2025-01-19 18:52:03,5.088,0.028,0.142,0.003
78420,2025-01-19 18:52:03,5.088,0.028,0.142,0.003
78431,2025-01-19 18:52:03,5.072,0.028,0.142,0.003
78441,2025-01-19 18:52:03,5.072,0.060,0.306,0.006
78451,2025-01-19 18:52:03,5.072,0.060,0.306,0.006
78461,2025-01-19 18:52:03,5.088,0.028,0.140,0.003
78470,2025-01-19 18:52:03,5.088,0.030,0.155,0.003
78481,2025-01-19 18:52:03,5.088,0.030,0.155,0.003
78490,2025-01-19 18:52:03,5.088,0.028,0.140,0.003
78501,2025-01-19 18:52:03,5.088,0.028,0.144,0.003
78511,2025-01-19 18:52:03,5.088,0.028,0.144,0.003
78521,2025-01-19 18:52:03,5.088,0.028,0.142,0.003
78532,2025-01-19 18:52:03,5.088,0.071,0.362,0.007
78542,2025-01-19 18:52:03,5.080,0.071,0.362,0.007
78552,2025-01-19 18:52:03,5.080,0.028,0.144,0.003
78563,2025-01-19 18:52:03,5.088,0.028,0.144,0.003
78579,2025-01-19 18:52:03,5.088,0.028,0.140,0.003
78588,2025-01-19 18:52:03,5.088,0.028,0.144,0.003
78598,2025-01-19 18:52:03,5.088,0.028,0.142,0.003
78608,2025-01-19 18:52:03,5.088,0.028,0.142,0.003
78618,2025-01-19 18:52:03,5.088,0.028,0.142,0.003
78629,2025-01-19 18:52:03,5.088,0.028,0.142,0.003
78639,2025-01-19 18:52:03,5.072,0.028,0.142,0.003
78650,2025-01-19 18:52:03,5.088,0.051,0.258,0.005
78659,2025-01-19 18:52:03,5.088,0.028,0.142,0.003
78670,2025-01-19 18:52:03,5.088,0.028,0.142,0.003
78679,2025-01-19 18:52:03,5.088,0.028,0.142,0.003
78690,2025-01-19 18:52:03,5.088,0.028,0.142,0.003
78700,2025-01-19 18:52:03,5.088,0.028,0.142,0.003
78710,2025-01-19 18:52:03,5.088,0.028,0.142,0.003
78721,2025-01-19 18:52:03,5.088,0.028,0.142,0.003
78730,2025-01-19 18:52:03,5.088,0.028,0.142,0.003
78741,2025-01-19 18:52:03,5.088,0.081,0.413,0.008
78751,2025-01-19 18:52:03,5.072,0.041,0.207,0.004
78761,2025-01-19 18:52:03,5.072,0.041,0.207,0.004
78770,2025-01-19 18:52:03,5.088,0.028,0.140,0.003
78781,2025-01-19 18:52:03,5.088,0.028,0.140,0.003
78791,2025-01-19 18:52:03,5.088,0.028,0.140,0.003
78801,2025-01-19 18:52:03,5.088,0.028,0.140,0.003
78811,2025-01-19 18:52:03,5.088,0.028,0.140,0.003
78820,2025-01-19 18:52:03,5.088,0.028,0.140,0.003
78831,2025-01-19 18:52:03,5.088,0.028,0.140,0.003
78841,2025-01-19 18:52:03,5.064,0.033,0.166,0.003
78852,2025-01-19 18:52:03,5.064,0.081,0.409,0.008
78861,2025-01-19 18:52:03,5.088,0.081,0.411,0.008
78872,2025-01-19 18:52:03,5.088,0.027,0.138,0.003
78881,2025-01-19 18:52:03,5.088,0.027,0.138,0.003
78892,2025-01-19 18:52:03,5.088,0.027,0.138,0.003
78901,2025-01-19 18:52:03,5.088,0.027,0.138,0.003
78912,2025-01-19 18:52:03,5.088,0.027,0.138,0.003
78921,2025-01-19 18:52:03,5.088,0.028,0.140,0.003
78932,2025-01-19 18:52:03,5.088,0.028,0.140,0.003
78942,2025-01-19 18:52:03,5.080,0.028,0.140,0.003
78953,2025-01-19 18:52:03,5.088,0.081,0.413,0.008
78962,2025-01-19 18:52:03,5.088,0.027,0.138,0.003
78973,2025-01-19 18:52:03,5.088,0.027,0.138,0.003
78982,2025-01-19 18:52:03,5.088,0.027,0.138,0.003
78993,2025-01-19 18:52:03,5.088,0.027,0.138,0.003
79002,2025-01-19 18:52:03,5.088,0.027,0.138,0.003
79013,2025-01-19 18:52:03,5.088,0.027,0.138,0.003
79022,2025-01-19 18:52:03,5.088,0.027,0.138,0.003
79033,2025-01-19 18:52:03,5.088,0.027,0.138,0.003
79050,2025-01-19 18:52:03,5.088,0.042,0.214,0.004
79059,2025-01-19 18:52:03,5.064,0.030,0.154,0.003
79069,2025-01-19 18:52:03,5.088,0.028,0.140,0.003
79115,2025-01-19 18:52:03,5.088,0.028,0.140,0.003
79126,2025-01-19 18:52:03,5.088,0.028,0.140,0.003
79136,2025-01-19 18:52:03,5.088,0.028,0.140,0.003
79147,2025-01-19 18:52:03,5.080,0.080,0.406,0.008
79157,2025-01-19 18:52:03,5.088,0.080,0.407,0.008
